"y","x","color_pal","title","year","artist","acuisition.year","medium","image_nail","accession_number"
1770,29,"#9C846C","The Collapse of the Earl of Chatham in the House of Lords, 7 July 1778",1779,"Copley, John Singleton",1830,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00100_8.jpg","N00100"
1770,30,"#C3A88D","The Collapse of the Earl of Chatham in the House of Lords, 7 July 1778",1779,"Copley, John Singleton",1830,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00100_8.jpg","N00100"
1770,31,"#493C34","Miss Harriet Parrot",1772,"British (?) School",1997,"Mezzotint and gouache on paper","http://www.tate.org.uk/art/images/work/T/T11/T11601_8.jpg","T11601"
1770,32,"#9F8F7D","Miss Harriet Parrot",1772,"British (?) School",1997,"Mezzotint and gouache on paper","http://www.tate.org.uk/art/images/work/T/T11/T11601_8.jpg","T11601"
1770,33,"#E4D6C3","Miss Harriet Parrot",1772,"British (?) School",1997,"Mezzotint and gouache on paper","http://www.tate.org.uk/art/images/work/T/T11/T11601_8.jpg","T11601"
1770,34,"#ECE5D4","Near the City of Nice. (A Wide Valley)",1773,"Downman, John",1997,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09544_8.jpg","T09544"
1770,35,"#D0C7B3","Near the City of Nice. (A Wide Valley)",1773,"Downman, John",1997,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09544_8.jpg","T09544"
1770,36,"#A59C8B","Near the City of Nice. (A Wide Valley)",1773,"Downman, John",1997,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09544_8.jpg","T09544"
1770,37,"#9A8972","A Convent at Surrentum",1778,"Smith, John `Warwick'",1997,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09271_8.jpg","T09271"
1770,38,"#DFCFBA","A Convent at Surrentum",1778,"Smith, John `Warwick'",1997,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09271_8.jpg","T09271"
1770,39,"#DAC8A7","A Convent at Surrentum",1778,"Smith, John `Warwick'",1997,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09271_8.jpg","T09271"
1770,40,"#5C574D","William Pitt, Earl of Chatham",1778,"Barry, James",1992,"Etching, line engraving and aquatint on paper","http://www.tate.org.uk/art/images/work/T/T06/T06580_8.jpg","T06580"
1770,41,"#A29C8F","William Pitt, Earl of Chatham",1778,"Barry, James",1992,"Etching, line engraving and aquatint on paper","http://www.tate.org.uk/art/images/work/T/T06/T06580_8.jpg","T06580"
1770,42,"#D9D4C9","William Pitt, Earl of Chatham",1778,"Barry, James",1992,"Etching, line engraving and aquatint on paper","http://www.tate.org.uk/art/images/work/T/T06/T06580_8.jpg","T06580"
1770,43,"#918577","Edward Young D.C.L.",1777,"British (?) School",1997,"Etching on paper","http://www.tate.org.uk/art/images/work/T/T11/T11600_8.jpg","T11600"
1770,44,"#C9BDAD","Edward Young D.C.L.",1777,"British (?) School",1997,"Etching on paper","http://www.tate.org.uk/art/images/work/T/T11/T11600_8.jpg","T11600"
1770,45,"#EAE1D1","Edward Young D.C.L.",1777,"British (?) School",1997,"Etching on paper","http://www.tate.org.uk/art/images/work/T/T11/T11600_8.jpg","T11600"
1770,46,"#423624","Elizabeth, Countess of Craven, Later Margravine of Anspach",1778,"Romney, George",1898,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01669_8.jpg","N01669"
1770,47,"#A2680B","Elizabeth, Countess of Craven, Later Margravine of Anspach",1778,"Romney, George",1898,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01669_8.jpg","N01669"
1770,48,"#C37107","Elizabeth, Countess of Craven, Later Margravine of Anspach",1778,"Romney, George",1898,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01669_8.jpg","N01669"
1770,49,"#211E16","The Artist’s Daughter Mary",1777,"Gainsborough, Thomas",1945,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05638_8.jpg","N05638"
1770,50,"#A39478","The Artist’s Daughter Mary",1777,"Gainsborough, Thomas",1945,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05638_8.jpg","N05638"
1770,51,"#CDC4AF","The Artist’s Daughter Mary",1777,"Gainsborough, Thomas",1945,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05638_8.jpg","N05638"
1770,52,"#817461","A Scene of Murder (Letters XV, p. 182), engraved by Isaac Taylor",1773,"Duncombe, Susanna",1986,"Etching on paper","http://www.tate.org.uk/art/images/work/T/T04/T04317_8.jpg","T04317"
1770,53,"#C4B79F","A Scene of Murder (Letters XV, p. 182), engraved by Isaac Taylor",1773,"Duncombe, Susanna",1986,"Etching on paper","http://www.tate.org.uk/art/images/work/T/T04/T04317_8.jpg","T04317"
1770,54,"#CCBFA9","A Scene of Murder (Letters XV, p. 182), engraved by Isaac Taylor",1773,"Duncombe, Susanna",1986,"Etching on paper","http://www.tate.org.uk/art/images/work/T/T04/T04317_8.jpg","T04317"
1770,55,"#42271D","Sir Thomas Beauchamp-Proctor, Bt",1777,"West, Benjamin",1941,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05264_8.jpg","N05264"
1770,56,"#A04B37","Sir Thomas Beauchamp-Proctor, Bt",1777,"West, Benjamin",1941,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05264_8.jpg","N05264"
1770,57,"#D3997B","Sir Thomas Beauchamp-Proctor, Bt",1777,"West, Benjamin",1941,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05264_8.jpg","N05264"
1770,58,"#D9E3DD","A View of Catania with Mount Etna in the Distance",1775,"Wright, Joseph, of Derby",1971,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01278_8.jpg","T01278"
1770,59,"#5A5549","A View of Catania with Mount Etna in the Distance",1775,"Wright, Joseph, of Derby",1971,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01278_8.jpg","T01278"
1770,60,"#D5D0B8","A View of Catania with Mount Etna in the Distance",1775,"Wright, Joseph, of Derby",1971,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01278_8.jpg","T01278"
1780,1,"#A0947C","Houses and Part of the Bridge at Llangollen",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36396_8.jpg","D36396"
1780,2,"#C2B59C","Houses and Part of the Bridge at Llangollen",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36396_8.jpg","D36396"
1780,3,"#C9C0A7","Houses and Part of the Bridge at Llangollen",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36396_8.jpg","D36396"
1780,4,"#7F8483","Age Teaching Youth",1785,"Blake, William",1940,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05183_8.jpg","N05183"
1780,5,"#BDBEBF","Age Teaching Youth",1785,"Blake, William",1940,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05183_8.jpg","N05183"
1780,6,"#E3DFDD","Age Teaching Youth",1785,"Blake, William",1940,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05183_8.jpg","N05183"
1780,7,"#EFE8D4","The Lodge and Gate of Radley Hall, Abingdon Road Entrance, with Part of the Park",1789,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00044_8.jpg","D00044"
1780,8,"#847964","The Lodge and Gate of Radley Hall, Abingdon Road Entrance, with Part of the Park",1789,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00044_8.jpg","D00044"
1780,9,"#E5DDC7","The Lodge and Gate of Radley Hall, Abingdon Road Entrance, with Part of the Park",1789,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00044_8.jpg","D00044"
1780,10,"#4F3D2B","The Siege and Relief of Gibraltar, 13 September 1782; ?replica",1783,"Copley, John Singleton",1868,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00787_8.jpg","N00787"
1780,11,"#A17F53","The Siege and Relief of Gibraltar, 13 September 1782; ?replica",1783,"Copley, John Singleton",1868,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00787_8.jpg","N00787"
1780,12,"#CABA8E","The Siege and Relief of Gibraltar, 13 September 1782; ?replica",1783,"Copley, John Singleton",1868,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00787_8.jpg","N00787"
1780,13,"#C4B79A","Study of the Buildings of a Fulling Mill, Seen from Above",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36403_8.jpg","D36403"
1780,14,"#C9BEA2","Study of the Buildings of a Fulling Mill, Seen from Above",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36403_8.jpg","D36403"
1780,15,"#998C73","Study of the Buildings of a Fulling Mill, Seen from Above",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36403_8.jpg","D36403"
1780,16,"#D0C6C2","Self-Portrait as a Figure of Horror",1784,"Reynolds, Sir Joshua",1900,"Chalk on paper","http://www.tate.org.uk/art/images/work/N/N01/N01834_8.jpg","N01834"
1780,17,"#CBC0B8","Self-Portrait as a Figure of Horror",1784,"Reynolds, Sir Joshua",1900,"Chalk on paper","http://www.tate.org.uk/art/images/work/N/N01/N01834_8.jpg","N01834"
1780,18,"#AFA29D","Self-Portrait as a Figure of Horror",1784,"Reynolds, Sir Joshua",1900,"Chalk on paper","http://www.tate.org.uk/art/images/work/N/N01/N01834_8.jpg","N01834"
1780,19,"#DAD4C0","Blank",1789,"Turner, Joseph Mallord William",1856,"Pen and ink on paper","http://www.tate.org.uk/art/images/work/D/D40/D40212_8.jpg","D40212"
1780,20,"#D4CEB6","Blank",1789,"Turner, Joseph Mallord William",1856,"Pen and ink on paper","http://www.tate.org.uk/art/images/work/D/D40/D40212_8.jpg","D40212"
1780,21,"#514E45","Blank",1789,"Turner, Joseph Mallord William",1856,"Pen and ink on paper","http://www.tate.org.uk/art/images/work/D/D40/D40212_8.jpg","D40212"
1780,22,"#D2C0A4","The Bridge at Beddgelert with Part of Moel Hebog",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36386_8.jpg","D36386"
1780,23,"#C7B395","The Bridge at Beddgelert with Part of Moel Hebog",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36386_8.jpg","D36386"
1780,24,"#8F7F67","The Bridge at Beddgelert with Part of Moel Hebog",1786,"De Loutherbourg, Philip James",1856,"Pen and ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D36/D36386_8.jpg","D36386"
1780,25,"#FAF5E4","Study of the Doorway in the North Front of Radley Hall, Abingdon",1789,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D00/D00012_8.jpg","D00012"
1780,26,"#F5EDD9","Study of the Doorway in the North Front of Radley Hall, Abingdon",1789,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D00/D00012_8.jpg","D00012"
1780,27,"#847669","Study of the Doorway in the North Front of Radley Hall, Abingdon",1789,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D00/D00012_8.jpg","D00012"
1780,28,"#756852","Wooded Landscape with Three Cows at a Pool",1785,"Gainsborough, Thomas",1971,"Aquatint on paper","http://www.tate.org.uk/art/images/work/T/T01/T01439_8.jpg","T01439"
1780,29,"#A0937B","Wooded Landscape with Three Cows at a Pool",1785,"Gainsborough, Thomas",1971,"Aquatint on paper","http://www.tate.org.uk/art/images/work/T/T01/T01439_8.jpg","T01439"
1780,30,"#E0D8C1","Wooded Landscape with Three Cows at a Pool",1785,"Gainsborough, Thomas",1971,"Aquatint on paper","http://www.tate.org.uk/art/images/work/T/T01/T01439_8.jpg","T01439"
1780,31,"#584B3F","Wood near Albano",1781,"Towne, Francis",1996,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08184_8.jpg","T08184"
1780,32,"#AB9982","Wood near Albano",1781,"Towne, Francis",1996,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08184_8.jpg","T08184"
1780,33,"#CEBDA5","Wood near Albano",1781,"Towne, Francis",1996,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08184_8.jpg","T08184"
1780,34,"#1C1C1C","William Smith the Actor",1788,"Hoppner, John",1837,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00133_8.jpg","N00133"
1780,35,"#A5A5A5","William Smith the Actor",1788,"Hoppner, John",1837,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00133_8.jpg","N00133"
1780,36,"#CACACA","William Smith the Actor",1788,"Hoppner, John",1837,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00133_8.jpg","N00133"
1780,37,"#E7E0CC","?Diagram of the Plan or Elevation of a Building",1789,"Turner, Joseph Mallord William",1856,"Graphite and pen on paper","http://www.tate.org.uk/art/images/work/D/D00/D00010_8.jpg","D00010"
1780,38,"#D2C6AB","?Diagram of the Plan or Elevation of a Building",1789,"Turner, Joseph Mallord William",1856,"Graphite and pen on paper","http://www.tate.org.uk/art/images/work/D/D00/D00010_8.jpg","D00010"
1780,39,"#585144","?Diagram of the Plan or Elevation of a Building",1789,"Turner, Joseph Mallord William",1856,"Graphite and pen on paper","http://www.tate.org.uk/art/images/work/D/D00/D00010_8.jpg","D00010"
1780,40,"#322B20","George IV when Prince of Wales",1785,"Reynolds, Sir Joshua",1871,"Oil paint on mahogany","http://www.tate.org.uk/art/images/work/N/N00/N00890_8.jpg","N00890"
1780,41,"#9D7645","George IV when Prince of Wales",1785,"Reynolds, Sir Joshua",1871,"Oil paint on mahogany","http://www.tate.org.uk/art/images/work/N/N00/N00890_8.jpg","N00890"
1780,42,"#BC9243","George IV when Prince of Wales",1785,"Reynolds, Sir Joshua",1871,"Oil paint on mahogany","http://www.tate.org.uk/art/images/work/N/N00/N00890_8.jpg","N00890"
1780,43,"#303332","Thunderstorm with the Death of Amelia",1784,"Williams, William",1962,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00519_8.jpg","T00519"
1780,44,"#C5D2C2","Thunderstorm with the Death of Amelia",1784,"Williams, William",1962,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00519_8.jpg","T00519"
1780,45,"#8F9F96","Thunderstorm with the Death of Amelia",1784,"Williams, William",1962,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00519_8.jpg","T00519"
1780,46,"#F4EDE2","Plate 16",1785,"Cozens, Alexander",1980,"Aquatint on paper","http://www.tate.org.uk/art/images/work/T/T03/T03184_8.jpg","T03184"
1780,47,"#787065","Plate 16",1785,"Cozens, Alexander",1980,"Aquatint on paper","http://www.tate.org.uk/art/images/work/T/T03/T03184_8.jpg","T03184"
1780,48,"#C7BEB1","Plate 16",1785,"Cozens, Alexander",1980,"Aquatint on paper","http://www.tate.org.uk/art/images/work/T/T03/T03184_8.jpg","T03184"
1780,49,"#403E2F","Broodmares and Colts in a Landscape",1783,"Gilpin, Sawrey",1979,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T02/T02359_8.jpg","T02359"
1780,50,"#969E92","Broodmares and Colts in a Landscape",1783,"Gilpin, Sawrey",1979,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T02/T02359_8.jpg","T02359"
1780,51,"#B5BCB2","Broodmares and Colts in a Landscape",1783,"Gilpin, Sawrey",1979,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T02/T02359_8.jpg","T02359"
1780,52,"#E4DCCA","Wanstead New Church",1789,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00051_8.jpg","D00051"
1780,53,"#D5C9B4","Wanstead New Church",1789,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00051_8.jpg","D00051"
1780,54,"#BEB49F","Wanstead New Church",1789,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00051_8.jpg","D00051"
1780,55,"#87806E","Lake of Como",1781,"Towne, Francis",1997,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08569_8.jpg","T08569"
1780,56,"#C0B59E","Lake of Como",1781,"Towne, Francis",1997,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08569_8.jpg","T08569"
1780,57,"#D4C5A9","Lake of Como",1781,"Towne, Francis",1997,"Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08569_8.jpg","T08569"
1780,58,"#F0E9D7","A Stableman in a Striped Coat with Dog and Saddled Horse in Front of Trees",1789,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D00/D00031_8.jpg","D00031"
1780,59,"#D0C5AD","A Stableman in a Striped Coat with Dog and Saddled Horse in Front of Trees",1789,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D00/D00031_8.jpg","D00031"
1780,60,"#79705F","A Stableman in a Striped Coat with Dog and Saddled Horse in Front of Trees",1789,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D00/D00031_8.jpg","D00031"
1790,1,"#F0ECDC","Ground Plan of Wollaton Hall",1794,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00249_8.jpg","D00249"
1790,2,"#685E4C","Ground Plan of Wollaton Hall",1794,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00249_8.jpg","D00249"
1790,3,"#CDC4AB","Ground Plan of Wollaton Hall",1794,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00249_8.jpg","D00249"
1790,4,"#EEE1CD","A River Valley with Mountains Beyond",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01356_8.jpg","D01356"
1790,5,"#403A31","A River Valley with Mountains Beyond",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01356_8.jpg","D01356"
1790,6,"#DCCBAF","A River Valley with Mountains Beyond",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01356_8.jpg","D01356"
1790,7,"#E3DDCD","Full-length Écorché Figure",1791,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00124_8.jpg","D00124"
1790,8,"#CCC4B1","Full-length Écorché Figure",1791,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00124_8.jpg","D00124"
1790,9,"#E2DCCD","Full-length Écorché Figure",1791,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00124_8.jpg","D00124"
1790,10,"#E3DDC8","Composition Study of Shipping at Sea, with a Three-master and a Lugger",1792,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00400_8.jpg","D00400"
1790,11,"#DED7C2","Composition Study of Shipping at Sea, with a Three-master and a Lugger",1792,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00400_8.jpg","D00400"
1790,12,"#938E7E","Composition Study of Shipping at Sea, with a Three-master and a Lugger",1792,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00400_8.jpg","D00400"
1790,13,"#5C5B47","The Avon near Wallis’s Wall",1791,"Turner, Joseph Mallord William",1856,"Pen and watercolour and pen and ink on paper","http://www.tate.org.uk/art/images/work/D/D00/D00109_8.jpg","D00109"
1790,14,"#A29C81","The Avon near Wallis’s Wall",1791,"Turner, Joseph Mallord William",1856,"Pen and watercolour and pen and ink on paper","http://www.tate.org.uk/art/images/work/D/D00/D00109_8.jpg","D00109"
1790,15,"#E1D8C2","The Avon near Wallis’s Wall",1791,"Turner, Joseph Mallord William",1856,"Pen and watercolour and pen and ink on paper","http://www.tate.org.uk/art/images/work/D/D00/D00109_8.jpg","D00109"
1790,16,"#FBF3E1","Blank",1796,"Turner, Joseph Mallord William",1856,NA,"http://www.tate.org.uk/art/images/work/D/D00/D00797_8.jpg","D00797"
1790,17,"#494034","Blank",1796,"Turner, Joseph Mallord William",1856,NA,"http://www.tate.org.uk/art/images/work/D/D00/D00797_8.jpg","D00797"
1790,18,"#DBC6A4","Blank",1796,"Turner, Joseph Mallord William",1856,NA,"http://www.tate.org.uk/art/images/work/D/D00/D00797_8.jpg","D00797"
1790,19,"#98ADB1","A Group of Figures",1799,"Turner, Joseph Mallord William",1856,"Chalk on paper","http://www.tate.org.uk/art/images/work/D/D04/D04936_8.jpg","D04936"
1790,20,"#495355","A Group of Figures",1799,"Turner, Joseph Mallord William",1856,"Chalk on paper","http://www.tate.org.uk/art/images/work/D/D04/D04936_8.jpg","D04936"
1790,21,"#A2B7BD","A Group of Figures",1799,"Turner, Joseph Mallord William",1856,"Chalk on paper","http://www.tate.org.uk/art/images/work/D/D04/D04936_8.jpg","D04936"
1790,22,"#EDE9D6","Howden Minster: Chapter House and East End",1797,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00987_8.jpg","D00987"
1790,23,"#403A2F","Howden Minster: Chapter House and East End",1797,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00987_8.jpg","D00987"
1790,24,"#D4C6A8","Howden Minster: Chapter House and East End",1797,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D00/D00987_8.jpg","D00987"
1790,25,"#F0ECE0","Buttermere from above the Village, with Fleetwith Pike in the Distance (Left)",1797,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01030_8.jpg","D01030"
1790,26,"#4C453B","Buttermere from above the Village, with Fleetwith Pike in the Distance (Left)",1797,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01030_8.jpg","D01030"
1790,27,"#D5C5A8","Buttermere from above the Village, with Fleetwith Pike in the Distance (Left)",1797,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01030_8.jpg","D01030"
1790,28,"#DFD8C9","Oxford: The Interior of New College Chapel, Looking through the Organ Screen towards Reynolds’s West Window",1798,"Turner, Joseph Mallord William",1856,"Gouache, graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D02/D02347_8.jpg","D02347"
1790,29,"#CFC6B4","Oxford: The Interior of New College Chapel, Looking through the Organ Screen towards Reynolds’s West Window",1798,"Turner, Joseph Mallord William",1856,"Gouache, graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D02/D02347_8.jpg","D02347"
1790,30,"#B8AC99","Oxford: The Interior of New College Chapel, Looking through the Organ Screen towards Reynolds’s West Window",1798,"Turner, Joseph Mallord William",1856,"Gouache, graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D02/D02347_8.jpg","D02347"
1790,31,"#EAE2CF","The Bastion of a Castle (?White Castle, Monmouth), with Some Small Buildings and Trees Beyond",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01587_8.jpg","D01587"
1790,32,"#51483A","The Bastion of a Castle (?White Castle, Monmouth), with Some Small Buildings and Trees Beyond",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01587_8.jpg","D01587"
1790,33,"#CCBEA5","The Bastion of a Castle (?White Castle, Monmouth), with Some Small Buildings and Trees Beyond",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01587_8.jpg","D01587"
1790,34,"#FBECC7","Distant View of Caerphilly Castle ?from the South West",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01754_8.jpg","D01754"
1790,35,"#43311C","Distant View of Caerphilly Castle ?from the South West",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01754_8.jpg","D01754"
1790,36,"#E2C796","Distant View of Caerphilly Castle ?from the South West",1798,"Turner, Joseph Mallord William",1856,"Graphite on paper","http://www.tate.org.uk/art/images/work/D/D01/D01754_8.jpg","D01754"
1790,37,"#3D4342","Two Groups of Figures: (Above) A Man and a Bundle on her Head; (Below) A Kneeling Woman with Another Fainting in her Lap, Perhaps Adapted from Poussin’s ‘Adoration of the Golden Calf’",1799,"Turner, Joseph Mallord William",1856,"Ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D04/D04015_8.jpg","D04015"
1790,38,"#A0ACAA","Two Groups of Figures: (Above) A Man and a Bundle on her Head; (Below) A Kneeling Woman with Another Fainting in her Lap, Perhaps Adapted from Poussin’s ‘Adoration of the Golden Calf’",1799,"Turner, Joseph Mallord William",1856,"Ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D04/D04015_8.jpg","D04015"
1790,39,"#B3C1BF","Two Groups of Figures: (Above) A Man and a Bundle on her Head; (Below) A Kneeling Woman with Another Fainting in her Lap, Perhaps Adapted from Poussin’s ‘Adoration of the Golden Calf’",1799,"Turner, Joseph Mallord William",1856,"Ink and graphite on paper","http://www.tate.org.uk/art/images/work/D/D04/D04015_8.jpg","D04015"
1790,40,"#ABBBBC","Shipping, with Rowing Boats",1799,"Turner, Joseph Mallord William",1856,"Chalk on paper","http://www.tate.org.uk/art/images/work/D/D04/D04994_8.jpg","D04994"
1790,41,"#8C9998","Shipping, with Rowing Boats",1799,"Turner, Joseph Mallord William",1856,"Chalk on paper","http://www.tate.org.uk/art/images/work/D/D04/D04994_8.jpg","D04994"
1790,42,"#ADBFC0","Shipping, with Rowing Boats",1799,"Turner, Joseph Mallord William",1856,"Chalk on paper","http://www.tate.org.uk/art/images/work/D/D04/D04994_8.jpg","D04994"
1790,43,"#4D3C29","View in the Lake District: ?Above Coniston",1797,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D01/D01106_8.jpg","D01106"
1790,44,"#A39275","View in the Lake District: ?Above Coniston",1797,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D01/D01106_8.jpg","D01106"
1790,45,"#CBBFA8","View in the Lake District: ?Above Coniston",1797,"Turner, Joseph Mallord William",1856,"Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/D/D01/D01106_8.jpg","D01106"
