"id","description"
2375,"301 N. Baldwin Avenue Arcadia, CA 91006. This once was the home of Chief Buffalo Child Long Lance, a 1930's actor. He claimed to be a Native American, but he was exposed by a reporter to be an African American, this drove him to suicide. His ghost has been seen by many including Aaron Spelling. The house was used as Mr. Roark's house on the TV show Fantasy Island."
2376,"Said to be haunted by a janitor who walks the kitchen and indoor cafeteria- Says students who have actually encountered the ghost. It said late at night if you're in the foyer you can hear him walk up and down the kitchen and cafeteria pushing a squeaky cart with cleaning tools rattling in it."
2377,"In May 1976 on a memorial night Rocks of all sizes started lifting off the ground and hitting places, people, and breaking windows to cars and houses. No-one was able to explain it. It was happening off and on for three months. It happened in Arcadia, California and was investigated by Duke University and was written up in the LA Times, (apparently a six week series) there is not much info on this event. There was no explanation given to the people who were attacked by this strange occurrence. It was merely Covered up and forgotten."
2378,"233 E. Huntington - George Woolf, also known as ""The Iceman"" bought the Derby Restaurant in 1938. The famous jockey died eight years later after suffering fatal injuries when he was thrown off a horse at the Santa Anita Raceway. Employees are convinced he is still looking over his old restaurant. Footsteps can be heard going up the stairs to his old living quarters, above the restaurant and his presence is felt throughout the building."
2379,"The school used to have a pool, but someone drowned in it and they covered it over. Teachers said they've heard footsteps at night through the halls, even after they've set the alarm, and if anyone was in the halls the alarm would go off. Loud banging on the lockers and girl's locker room doors have also been heard, and water goes on and off by itself, the toilets also flush by themselves. Lockers with locks on them are closed one minute and open the next even when there's no one else in the room. Some students have seen a figure of a little boy wondering through the halls late at night with a ""green glow"" to him."
2380,"The KB toy store inside the Santa Anita Mall is said by employees to be haunted by a little boy in early 1930s clothing. An employee was closing the store at night when they spotted a little boy in knickers in one of the aisles playing with one of the toys. The employee was shocked and thought he was left behind by a parent and when she approached the little boy to ask him where his parents were he appeared to be transparent and disappeared the closer she got. Another sighting of the little boy was again after hours when two male employees of the mall were inside Macy's and happened to spot a little boy standing with his back to them by the escalator to go down as though in awe of the escalator. When they started to walk up to him to tap him on the back the little boy ran down the escalator without actually having touched the steps and vanished on ce at the bottom."
2381,"(on second and Duarte) Men's restroom said to be haunted by an elderly man wearing a yellow sweater says a few witnesses on web. Many have seen him walk in the bathroom but haven't actually seen him in there."
2386,"a couple that where to be wed had a fight and the bride was pushed down the stairs to her death. It is said that if you walk past her grave you will se her floating around."
2405,"Early in the morning strange sounds can be heard in the basketball gym. Also footsteps and thumping noises can be heard behind the stage. It is said to be the ghost of Gary Cooper."
2410,"In 1972 their was a men with a little girl at 12 at night and the guy kill her and took her head out and he dig a hole by the baseball field and he put it their.She actually described the location were the bodies were to be found and mentioned that there was something wrong with one of the victims left foot, after locating the bodies in a shallow grave it was found that one of the boys feet had been partially eaten by coyotes."
2411,"the small forest - Sometime between 1972 & 1973, two boys from Cudahy were killed in the park. Apparently, they had gone night fishing at the pond that was located in the park and were murdered by someone who was never caught. They were found in the morning by the pond with their throats slashed. It was told by word of mouth and in the newspapers that is was a grisly scene straight out of hell. It could be the ghosts of the two boys that haunt the park. - June 2008 Correction/Additional Information: A Police officer in Bell Gardens reports the boys bodies were recovered with the help of a local psychic; the bodies were recovered in the Whittier Narrows area not at the park and a suspect was arrested, tried and convicted of the crime. The real story here is that there were no leads at all until the psychic was contacted as a last resort by one of the detectives."
2412,"People have reported there names being called in one of the bathrooms, also they say you can see a little girl riding on one swing always the same one once a person got thrown off the swing and crashed in the fence behind him."
2413,"A janitor committed suicide on the third floor of the big building he has been see roaming the school and mostly the top floor."
2414,"Its reported that back in the '60's in room B-1 on the West side of the campus, a Female student named Kaytlin killed a skinny boy in the class after he called her ""Chicken Head"". She made him drink a soda filled with rat poison. After he passed out she tied him to a desk and started to cut up his body so she could stuff him in a cabinet in the room. At that time the room was used for storage and his body rotted in there over the long hot summer break. When the next school year started his body was found by a custodian that was cleaning the room. The hauntings that have been reported include the overwhelming smell of rotting flesh and blood stains appearing and disappearing on the floor. Some of the Teachers that have used this room, that is now a classroom, have reported seeing body parts in the cabinets, that also disappear."
2415,"Theater - A girl killed herself because her boyfriend broke up with her and she didn't make the play she tried out for. She hung herself over the stage. A prop phone would ring when unplugged. When students are rehearsing spotlights would flicker on and off. When the radio would be unplugged it would turn on, but the station would be changed."
2416,"A woman has been seen on several occasions in the stockroom areas. She always appears to be working. As of this date she has not been identified."
2417,"A boy named Tyler was a student in the 1960's, and he was kicked out of Bosco for personal reasons. He later then died of a drug overdose. It is said that he roams the campus (mainly the senior square) searching for a senior whom he can borrow a lighter from. - June 2008 Correction - St John Bosco is not haunted as well there were many boys kicked out of Bosco in the 60's but none that haunt the senior square again they are stories to scare the incoming freshman during welcome week."
2423,"ghosts of John, Lionel and Ethyl haunted the estate."
2424,"Night-shift groundskeepers will not stay employed, due to sounds, and screams inside the house. There are some sections that are gated and padlocked that have not been kept up in the home due to this."
2425,"According to the previous owners, there were at least two other ghosts who haunted the place as well. In the beautiful entry way was often seen a ghost who was thought to be Douglas Fairbanks."
2430,"It is an abandon hospital there is green light that is always on. the reason they shut down the hospital was because the doctors would kill their patients and there is a very strong order that comes from the 3rd floor."
2433,"Since the road is very dark at least 4 deaths are known of. You can see two crosses next to each other, if you go further there is another cross, and as you continue you see a tombstone. The 3 crosses were of people that died there from car accidents because it's so dark and the tombstone. It is said that at night you can see hikers trying to get a ride. When you look back they are gone. Another freaky thing is that there are many cars that have been on the side for who knows how long. They appeared to have been broken down there for a while. And if you stop by the crosses there is a spine tingling feeling that makes you want to scream."
2434,"Brady Hall - there have been students ""oppressed"" by spirits. Doors open by themselves. With a whole English class present, the poem ""the Living Hand"" was being read. During the poem, the door open and then slammed. The teacher checked and no one was there. The doors are designed so that you have to turn the knob to open them and they are difficult to slam."
2435,"Carondelet dormitory - there are nuns seen walking and doors open mysteriously."
2439,"This previous monastery is now a college. Mother Cabrini now haunts the campus. She was once one of the nuns that resided here. Her face is even sculpted into one of the buildings. The bell in the bell tower has been known to ring late in the night."
2443,"an old house/ranch from the1800's is said to be haunted by the original owner/builder of the house."
2454,"Numerous sightings of a man standing at the drive through window, wearing all red, the milkshake machines turning on for no reason, and furniture in the dinning area moving by themselves at night and the frozen food on the floor."
2455,"Reports of a ghost who messes with the lights and audience."
2456,"(now empty) - This spot is a small industrial business strip on Alabama Ave. across from the large self storage building and behind the wheel and tire and dirt bike gear shop. In the warehouse late at night you could hear the ghost of a woman screaming as it passed you from the back to the front. Reports of seeing the apparition and greeting them as a person and realizing no one was there have happened. One account was a repairman working on the water heating system he was at work after hours and his tool chest was on his left side, as he was working the tool chest was slammed down on his right side hard enough to startle him and send him running out of the building. Additionally, the ghost was said to live in the attic area of the walk in refrigerator. the walk-ins ceiling was later removed to increase space and a storage area was walled off above th e kitchen. Every day before work started, the door to the room would be open even if it was locked the night before Take Caution. The building is locked and it is doubtful that the present occupants will allow access."
2462,"A Spirit of a man who is dressed in the style of the 1800's has been seen in the area of Alameda and Wilmington/Del Amo Blvd. It has been rumored that when the Dominguez Ranch house was used as a Stage Coach stop over after the Civil War, the man was beaten and killed on that area where those streets connect."
2463,"at the track field at midnight you can see a boy running around the track and if you get close to it, it'll disappear.. or right before the sun comes up it'll disappear."
2464,"The Rancho Dominguez Adobe Ranch House is now a museum. This house was one time used as a stop over for people coming to the San Pedro seaport to Los Angeles back in the late 1800's. The site of the house is also know as ""the battle of Rancho Dominguez"" of the Mexican-American War back in the 1840's. Rumor has is that you can see ""orbs"" or flashes of small lights moving very quickly around the park site late at night where the house sits. Also rumor has it that a man was beaten and robbed and left to die just about 100 yards from where this historical and supposedly ""haunted"" site is located. The ghost of the man is rumored to be a ""guest"" that stayed at the house when it was used as a stop over for travelers."
2465,"a man that was stabbed to death around his mobile home, is said to be seen walking around between 10:00 & before midnight."
2468,"The Banning Inn - A specter dubbed the ""White Lady"" has been seen here as well as the smell of tobacco and fish from the spirit of a fisherman. Rumors of Natalie Wood's ghost have also been talked about in the area where she drowned."
2471,"Many janitors have heard strange banging noises in the Girls locker room. Also, it has been said that at night you can see a group of kids near the track, but as you move closer they disappear."
2481,"Please do not attempt to trespass. Security guards that patrol the grounds in the late night hours have reported seeing two shadowy figures running through the golf course. Noises can be heard in the back end of these apartments where a wall separates the complex from the forest."
2482,"there is said to be a small girl, maybe five to six years of age, who sits by a pond and watches the fish while crying. She is said to be wearing Native American clothing, most likely she is a Cauhillan, (pronounced Kaheeya), a tribe of Native Americans who once lived on that land. Incidences include, cold spots, sudden strong gusts of wind, and crying sounds."
2483,"In the old gym of CHS, many have heard legends of the spirit of a former student. Some stories involve numerous reports of ""troubled/desperate whispering"", one entire P.E. class claims to have heard prolonged screaming from under the bleachers, but finding no source, and some students have been physically pinned by the ghost. There is a name burned into the floor of the gym, students believe it is the name of the ghosts."
2484,"there are several ghosts that haunt this old school house, several people have heard children's voices when no one is around and others have seen a white mist walking around. Doors fly open by themselves. Also there is always a feeling of being watched."
2485,"while walking this path in the late evening hours, strange noises that sound like scratching and footsteps coming from bushes on the sides of the trail have been heard. Also there have been reports of cloud formations forming skull-like shapes. Also, when no one is around you, sometimes shadowy figures can be seen walking behind you, sometimes hiding behind bushes. The crackling sounds from the power lines overhead don't help the experience too much, adding a deeper eeriness to this location."
2486,"reports of, ""levitating boulders, invisible walls, short hideous visions of violence, and flying people that follow you until you leave."" Also reported, There is also strange symbols on the trees and cabin which are said to bleed, and there are even reports of invisible walls which sometimes block entrance to certain parts of the forest."
2505,"Place is known to be haunted by a man name Martin who once worked as janitor at this park. People have claimed to talked to a Martin when they have called the park office before it has even opened. Lights go off and on for no reason doors will open and close and the radio will change on its own to a local Spanish station."
2516,"In the Early 1900's a young girl around 15 was kidnapped and taken to an underground tunnel by a cult. The cult sacrificed her latter that night in the end of the tunnel. No-one has ever made it to the end of the tunnel and if they have they never came out. The legend is of you make it to the end the girl Zelda will sacrifice you to."
2517,"Sutter Coast Hospital Old site and new ICU ward - The old site of the hospital always gives passer-bys eerie feeling now a hotel is being constructed right on the site,(that is sure to be haunted) but the new hospital's ICU ward is definitely haunted. A worker at the hospital was in ICU when it was closed down due to lack of patients, so therefore it was empty. They were minding their own business when the patient call light and buzzer went off when they walked to the empty room the buzzer stopped and the buzzer in the room two doors down went off, so they walked back to the nurses station and the buzzer stopped. (The buzzers can only be turned off from the nurse's station) They thought someone was playing a trick on them but when they investigated the whole place was empty."
2529,"Many students feel that when you walk through the hallways alone you will feel someone's hand on your shoulder but when you look back, nothing is there and when you look back you'll see a girl in your face whose eyes are not there. Legend says that this girl was once a cheerleader in this school and her boyfriend and some friends raped and killed her."
2545,"Metal Hospital - In Downey behind the court house there is an abandoned metal hospital, but for some reason there is light shining thru, When all the power has been shut off for years now. When you pass by, you see one curtain closed but then there is also one curtain that will close when you pass by. There has been People who have gone inside and gone down stairs, when they went down stairs it was pitch dark, and suddenly books where being thrown at everyone there."
2546,"Noises heard in boys locker room. You can hear locker doors slamming when all the boys leave to physical education, and showers turning on and off. Every once in a while you can hear the bathroom stalls flushing when no one is a round."
2547,"This building was closed down about 5-7 years ago. Extreme hot and cold spots felt, screams heard, doors seem to open and close on their own accord, and apparitions of people. - September 2005 Update: The hospital has been torn down and houses are being built on this site."
2549,"Employees of the Spaghetti Factory claim to hear children playing in the rest room areas in the basement, dishes also fall to the floor, said to be the children playing games. - September 2004 Update - emblem on the entrance that reads “Duarte High School 1904.” It was originally built in the early 1900's as a High School and in the 60's it was abandoned because Duarte high school was built and everyone was sent there instead."
2553,"This affluent house sits upon a hill overlooking Echo Park. It resides a neighborhood called Hathaway Hills. The story behind the house is that Charlie Chaplin used to own the house and sold it for whatever reason? In any case, a man moved in with his family. And soon after the house would lead to his and his family's demise. He came home from work one afternoon and killed his mother, his wife and children. People describe the house as a spooky and haunting location. Curious kids went to the house and saw the same Mercedes Benz crashed into the garage with ""police tape"" stuck to the side of the house and front porch. It has been reported that one can see a mirage of the grandmother and hear the children screaming. There have been other reports of eerie sounds and sightings of wild animals, for example, a lion. Lastly, the house has a dark side and lighter sid e. Today one can see a single window with a table lamp on shining noticeably. The house is an old Victorian style, also it looks like the Psycho house used in the actual film."
2555,"There was a ten year old boy who got locked in the little boys room and left there over night, found the next day strangled. His unexplained death still haunts till this day. There have been sightings of him playing in the monkey bars late at night. You can also hear him in the restrooms (boys & Girls) crying, screaming trying to open the doors, screaming ""please let me out""."
2556,"Basement of Mausoleum four slabs of marble create demonic vision please research."
2557,"care taker of the place tells that there are nine ghost ,and at nights when he stays at his room up in the second floor he hears somebody knocking at the door, foot steps coming up from the bottom and that lights turn on by themselves. Two people in a Christmas play saw a Mexican man with jeans, boots and a squared shirt sitting on top of one of there play house looking at them, they said that it felt cold in that part of stage but that they continued with the play."
2558,"Witnesses say that things moving around at night and voices."
2559,"it was a apartment now its reconstructed, but apartment is still there. Chairs move TV, radio turns on by it self water does also. You can hear footsteps as if you were jumping off a bunk bed you can see a black shadow with red eyes it changes figures, you can feel things its a scary unwanted feeling you feel a lot of cold spots."
2560,"in the lunch are restrooms in the second floor when you are in the restroom alone you can hear the toilet in the left corner flush by itself the when you look at the toilet to see blood coming out of the toilet an then the lights go off and on, and then you look again and there's nothing there - like if it never happen."
2561,"Old abandoned hospital across from Hollenbeck park on Chicago St. People who go there have reported seeing lights and hearing a little girl laughing and playing around in there. Screams, cold spats, noises, cries, moaning, lights coming on and off, noises could even be heard from the street at night with no one inside. Hospital is sometimes used for filming by production companies. A doctor has been seen on the main building, corner window, top floor looking out through the window. He was wearing a doctor's suit and a tie. Lights go on and off throughout the whole building. There is a room full of cages and a group of people claimed seeing a mentally ill patient(ghost) roaming inside a cage in that room. Strange noises are heard around the buildings. Cold and warm spots are felt in certain places."
2573,"it is said that a young man hung himself in the schools auditorium in the early 1900's, late at night it is also said that the piano plays in the band room, in the day time strange happenings occur during drama practice."
2574,"There have been numerous accounts from employees and other people of a ghostly little girl in the attic of the gymnasium. Also, reports of an apparition of a man in the locker room."
2575,"Late at night people see shadowy figures running the track, and playing football and if you look carefully their is a figure hanging from the goal post in the football field."
2577,"Formerly L.A. Cabaret - When it was the comedy club, 2 ghosts were reported. One was a pretty woman, dressed in the 50s era, sitting in a corner booth in the back of the main showroom. She always seemed happy & fun loving. The other was a man, usually in the kitchen area & the control room. One employee working late one night closing the bar & felt a presence which they associated with the male ghost. The sensation of impending danger grew in intensity within seconds, so that they ran out the front door. It is not known if he meant harm or was instead warning them of something, but they had never felt the feeling of being cold the very core like they did then."
2629,"The spirit of a little girl who was murdered in the ravine next to the house has been said to wander the house at night, sometimes turning on water taps, turning on and off lights, opening and shutting cabinets. Sometimes her laughter is heard in summer afternoons."
2648,"The park used to be the estate of the brand family, with the library having been the mansion they lived in. There is a trail behind the house leading up in to the hills. If you follow it, it will take you to the family cemetery. Mr. Brand's tomb is a large pyramid where occult activity is pretty common. Also, further up in the hills is what looks to be a 3-foot tall stone watchtower."
2649,"It belongs to the Daughters of the American Revolution and after having purchased the residence in 1982 at their first monthly tea, they all reported having seen the apparition of a lady whom was a former resident, in the early 1910s'."
2650,"a boy student in the mid 90's left a suicide note to his parents early in the morning and he brought a gun with him. On a foggy morning the boy shot him self on the black top straight across from the boys locker room where the portable class rooms are. One teacher who used to teach in one of those class rooms said from the corner of his eye he saw a boy sitting in the desks and when he looked up the boy was not there. When the teacher went on brake the teacher who was in the class next to his asked, ""what was all that banging in your class room?"" after that the teacher knew that something was up and found out his old class room is on the location were the boy shot him self."
2651,"This Wal-Mart is said to be built on an Indian burial ground, and the story appeared in the local newspaper. An employees working in the garden center heard the door alarm went off about ten times and felt cold gusts of air through the room. There were only three workers there with the doors closed and all of them experienced the same thing at the same time."
2652,"Rumors that a little girl had died on the land some time ago. When they built the school, they built the cafeteria over where she was buried. The exact spot where she was buried, it is said that the cement never dried and is always wet. She also has fun with the kids and teachers there. Sometimes she has been seen running around the school."
2653,"Apparitions of a family of 4 (mom, dad, 2 kids) standing at the side of the freeway, all looking lost and forlorn, but with no broken-down car in sight. When you pull up to help they are gone."
2668,"aka Duck Pond - Its been said that at this park you can sell your soul to the devil and as a matter of fact its been also said that there was a ""rap singer"" that sold his soul and became real famous. They say that the devil comes to you in the best of manner and has a very pleasant smell."
2669,"In Nyman Hall you sometimes see an old woman in black wandering around there. And also lights go off an on mysteriously. In the girls bathroom by building seventeen you can hear the sounds of a girl weeping. In the same bathroom the toilets flush and the water turns on and off."
2670,"General Cinema Theater I -  It is no longer used. The stock room could not be kept clean; boxes would always be opened, overturned, and/or dumped on the floor. The faucet would turn on and off by itself. Behind the concession stand, you could feel someone brush past you and bump into you as you were working and the cabinets would be padlocked at night and would be open in the morning, with the contents disheveled and strewn about."
2682,"Now used as storage for the city, witness have reported hearing little children's voices but the school has longed been closed"
2683,"Reports of the apparition of a girl in white."
2684,"There have been numerous reports over the years regarding an intersection on Laurel Canyon. on several occasions at the intersection of Laurel Canyon and Lookout Mountain Dr. people have witnessed an old carriage pulled by white horses that seems to dart out onto the canyon road from Lookout Mountain as though the horses are at a full speed gallop only to disappear causing car accidents."
2685,"There have been many sightings of sprits in the All Star Cafe. In the Ladies Vanity Room, there have been cold spots and lights flashing out of no where. There were also a few sightings of a little girl and boy running around the cafe and suddenly disappearing."
2686,"Ghost of an old man is seen walking the central staircase."
2687,"Famous hotel from the 20's that has been home to every legend from Howard Hughes, Marilyn Monroe, Boris Karloff, Jim Morrison and of course is famous for site of John Belushi's death. Every kind of phenomena has been witnessed here."
2688,"suicide in balcony seats...energy from suicide seat felt. Weird evil feeling in downstairs lobby at night, old manager died in office (now gone) Disney cannot get rid of sighting of ghost of manager...so they walled off window where ghost was seen from the street, above entry way doors. Projectionist died...ghost seen."
2689,"There have been sightings of two ghosts who walk near the piano after closing. The bar is also haunted by some unknown presence by the large mirror in the wall."
2690,"This cemetery is mainly used to bury old stars of the silver screen. One such star, Valentino, is visited by a ""lady in black."" She has been reported to take Valentino, the heartthrob actor of the silent 20's era, exactly 2 long-stemmed red roses. She is never disturbed and walks into the mausoleum at night, every night. This is one ghost that can be counted upon to be seen."
2691,"A young boy that goes by the name of Toby committed suicide after his girlfriend left him for someone else. Many teachers and students have reported hearing doors open and close by them selves, loud hammering, objects moved from one place to another, a shadow roaming around the auditorium (where he hung himself from) and unexplained sounds coming from the second floor. Another young man reportedly drowned in the pool and has been seen walking around the gym hall and pool."
2692,"Noises heard near the employees locker room, flickering lights. People believe it to be the spirit of a worker that hung himself in the early 1900's."
2693,"Two people have committed suicide of the Hollywood sign and there have been many sightings of weird looking figures and lights by the sign late at night. From the Griffith observatory, you can see the sign very well and employees there have reported sightings of ghosts by the sign."
2694,"Sometimes individual students see the shadow of the nun when the closet's open In the drama room. The sound of footsteps on the stage has been reported. One technician has claimed to feel a cold breeze sweep across his neck while on the cat walk."
2695,"It has been said that a woman and two children haunt one of the studios. My father used to work there. He would come back for lunch and things would be moved. For example the big rolls? of heavy wire that cannot be moved by even one or two people. They came back one time to find a of wooden beam props moved from one side of the studio to the next - impossible. He also said things would drop dangerously close to his head."
2696,"The Ghost of actor Victor Killian, roams the sidewalk here, looking for the man who murdered him. There were odd things that happened in the main theatre. Between shows when workers would be cleaning the auditorium, they would often see out of the corner of their eyes black shapes that would ""fall"" from the ceiling. Upon investigation there would be nothing there. Also random times women and employees wouldn't want to go down into the women's restroom. They would begin to feel odd and then change their minds about going down the stairs."
2697,"Errol Flynn's Former Estate - Residents in the neighboring homes have reported lights of all shapes and colors on the property. And noises of that of a social gathering or gala party going on. The most active month is usually August, when these noises are heard on almost a nightly basis. Very amusing considering that all that is left of the home is the foundation and a tennis court."
2698,"A stop at the Hollywood Roosevelt Hotel is a must, as at least two famous, and several not so famous ghosts reside there. The hotel's most famous haunting concerns a mirror which sits outside the elevators on the hotel's lower level. The mirror originally was part of the furnishings in a room which was frequently used by Marilyn Monroe. Several people have reported seeing the tragic actress' image reflected in the glass of this particular mirror."
2699,"Was once a famous nightclub and restaurant in the 30's/40's and the basement is said to be haunted with an evil entity."
2700,"Apparently a worker back in the 70's committed suicide in the building. Lights turn on and off. Things move on desks sometimes even disappearing when no one is watching and chairs roll around on their own. Security guards for the facility confirm that some nights a figure can be seen roaming the halls and a quiet mumbling voice is often heard through out the facility. Todd A/O is a final dub stage for the film industry and has been around since the 60's"
2701,"Lon Chaney Sr.'s ghost is often seen running in the catwalks above the stage, he is often wearing a phantom-like cape. He usually lets his presence be known by opening and closing doors, flickering lights off and on. One strange event that happens is the tinkling of a chandelier that was removed from the set years ago, one of the original props from the movie."
2702,"Back to the future ride - Employees will clean the area and close doors to the ride rooms. A few minutes later they will go back to find candy wrappers on the floor and doors opened. Employees also experienced cold spots. An employee stated a little girl died on the ride due to an illness."
2704,"There used to be a bus stop right in front of the property, but it had to be moved because there were many complaints of screaming, and mysterious sounds of horses galloping and whinnying all night long. An apparition of a woman has also been seen on the grounds at night."
2705,"during a trip to the museum, there were people there that were saying that they felt cold spots, lights going off and on and voices, right by the last supper."
2711,"it use to be the home of an elderly couple who also died in here many years ago. Many people have seen an old person at the mirror in where their living room use to be. A lot of people have herd footsteps, weird moans and sounds, things fall and lights turn on and off when no one is in the room."
2717,"sightings of supernatural beings and noises heard throughout the large cemetery. Employees have seen strange and somewhat supernatural occurrences. One such incident occurred when an employee tried to approach a woman who seemed lost but disappeared before he could approach her."
2735,"when going back sometimes you can hear voices yelling. some foot prints of animals that have 7 claws, and loud whooshing noises when getting close to the hills, but goes away when u get a little bit farther away, creatures that move incredibly fast and make high pitched growls, with spikes on their backs and dark clouds gather above and follow you back to estelli. you get feelings of fear and the feeling your not welcomed"
2738,"people have seen ghostly things up around the class room areas and on the street right next to the back of the school, people run away from the school and when they look back there is something chasing them ( sounds like a lie but it has happened to many people) when you are there by your self the swings starts to swing and there are creaking sounds all around the school many sightings of a little girl in one of the girls restrooms"
2739,"This 80 year-old golf club has many elderly members and a lot of these members passed away while at the club. Strange occurrences at the club include noises, lights that come on by themselves, and especially, there are dark shadows that move in the corridors and on the golf course."
2741,"June 2008 update: there is no longer an abandoned house some one has moved in and changed it up."
2742,"Across the bridge to the right there is a stair case up a hill in between bushes. at the top of the stairs there is whitish grey figure standing there. it looks like a statue or a person with a hood on. Late at night when you are walking down the stairs by the horse trail or on the horse trail, people have heard a little girl screaming for her mom. If you walk by the opening in the trees closest to the stairs people claim to see the little girl looking at them"
2743,"Roscrances Ave - Some reports say in the bathroom you hear voices in your ear and lights flicker when you are alone next to the window, Reports has seen a man next to you on the table in the back"
2744,"Tetherball courts - They said two kids were playing tetherball after school around 7p.m one of the kids hit the ball and the chains wrapped around one of the kids throat. The other one didn't know what to do while his/her friend was choking. So the kid ran home. They said the kid choked on the chains. Late nights residents say you could here a chain hitting the pole on the court and a sound of someone choking."
2745,"the father of the owner walks around at night there have been many accounts of this happening. the owner has seen it many times. so have security guards. this man died many years ago in a grease fire. where he burned to death. there's also a wall with photo's that was once throws across the restaurant."
2746,"Nogales is haunted by a spirit that wanders the quad late at night. It is said to be the spirit of a young student who was killed on the near by train tracks."
2747,"workers claim to see little kids running around the theater and then they suddenly vanish into thin air. - Update & a little background info: The Puente Hills Mall AMC theater was attached to the mall until 1996 The Broadway Department Store was known by employees to be very haunted. On the third floor, stock workers were frightened by music coming from a locked and empty stockroom, and the area of the freight elevator was quite simply a terrifying place for me to work in. Workers had feelings of panic and chills. On the second floor, employees heard their names called by someone unseen (this was a very common occurrence, experienced even by non-believers), clothing would swing on racks as though someone were walking between the racks, cool breezes and the sound of breathing were felt and heard in the stockrooms of the Children 's Department, and several times before the store opened employees heard the sounds of someone straightening the racks in the Lingerie department, and see two legs wearing black pants standing behind a tall fixture (on which were hung bathrobes, etc.), but the sounds and legs disappeared when they went to see who was working. All of this occurred both before, during, and after store hours. Also, in the second floor freight area, they would see people passing the door of the room in which they were working, but no one was present when they checked the hallway. This, too, was a common activity. The first floor had similar activities, but employees working after hours in the freight dock would see what we thought were customers passing the windows of the dock doors, but when investigated, the store was empty. One dock guy quit after he experienced this a couple of times. The store was closed and torn down in 1996, and the theater was built. Reportedly only one person ever died on the store property: a manager had a heart attack while at work, and died while they were loading her into the ambulance. A child was severely injured once while playing on the escalator from the second to the first floor, and his blood stains had soaked into the tile at the foot of the escalator and remained until the store was destroyed."
2750,"Towards dusk a large, fast moving white mist-like cloud can be seen moving across campus in the direction of the football field. It has also been observed moving across the football field. The 400 building towards the south of the school nearby by the gym is rumored to be haunted by an unknown spirit. Late at night, it's rumored you can see the hallway lights turn on by themselves and then see a shadow walking the hallway, but there's nobody there when one tries to look."
2754,"Before a high school, Birmingham High School, named after General Birmingham, was a World War II hospital for amputees and other injured soldiers. Many soldiers died during their stay at the hospital. After WWII, the hospital was renovated into present day Birmingham High School. At night you can hear rusty squeaking noises on while standing on the quad. Strange feelings of another presence can also be felt along the front steps of the Performing Arts Building and the in the front entrance area."
2761,"Owner of the estate hosts weddings, to include a nightly stay at an on-grounds guesthouse. While staying at the guesthouse, doors opened and closed, lights went on and off, and rustling noises went on throughout the night(1997)."
2762,"It is known to be said that in the pool area the light will go on and off and there will be invisible footsteps of water on the side. It is said too be haunted by a swim coach who blew a blood vessel while screaming at his team."
2763,"June 2008 Correction: Has been removed. Story was untrue"
2764,"Staff on 5th floor report hearing noises and seeing doors move, eerie feeling when on 4th and 5th floors."
2765,"You can see a little girl dressed in old fashioned cloths looking at you if you walk through the cemetery at night."
2766,"(I & 90th) - Concrete slabs of cells still remain. Voices can be heard late at night, along with screaming, and banging noises on metal. People have even complained of being chased."
2767,"In the theater the house light will randomly turn off or on well you can clearly see that no one is by light box. There are also rumors that if you sit in the seats and you have the lights off you will see a white figure walk across the stage and towards you."
2768,"Its the oldest building in the city, and is so haunted that employees are warned that if they talk about the ghosts to anyone, they will be fired. At random times, you can hear footsteps on the wooden floors on both levels, music from an old scratchy record and you can smell vanilla and old flowers in certain areas. It's open to the public and is across the street from the LPAC."
2769,"It is said that when the theater was first being built, an elderly woman was standing on the stage during construction, and accidentally stepped back into the orchestra pit. She landed on her head, breaking her neck, dying instantly. Actors who have performed at the theater claim to have seen her ghost downstairs in the green room and stairwell. Many see a black figure, other feel a strange sensation causing them to want to get out of there immediately. No one has ever seen her upstairs, they believe it's because there's nowhere to fall downstairs and she feels safer there."
2770,"Footsteps have been heard in the back of the building and a telephone and carpet rolls have moved them selves a ghost of a man has also been seen he is reportedly named George"
2777,"right when you go inside the school there's a tombstone of a teacher that died. They say that they seen her walking around the school into he night. They also say that people hear voices by the bathrooms. It just happens in the night."
2778,"Nyman Hall - reports of a former drama teacher seen looking for his students. & there is a lady that only comes out when you go up to the stage. You can see here up where the lights are."
2783,"The students share a legend of a haunting by saying that one of the bathrooms is haunted. Someone supposedly died there and now you can see her face in the mirror. - March 2007 update/correction. The school was built in the 1920's and it was a six-year school when the new high school was built it took the name Narbone so the old school had to come up with a new name. This is probably all urban myth. There are other stories one is about a elevator that went up to the third floor, but there is no elevator. One thing is that the school was built in the 1920's and that the school's name was changed to honor Alexander Fleming. The submitter does not remember the school's original name but the name change occurred in the 1940's. The third floor can only be reached by a rather steep set of stairs. The third floor was seldom used because of this fact. There is one hallway up there with about 20 rooms in total, 10 on each side of the hall. Some classes where held on the third floor but it was mostly unused."
2788,"The college was built on the site of an old Navy hospital that existed during WWII. The hospital took in all the soldiers that were wounded in the Pacific. The hospital was torn down and the dorms for Cal State Long Beach were built. Many students report seeing men in Navy garb. A man in a Doctor's coat is also reported."
2789,"Downtown on 6th St. - Casa Bonita is an extremely old building that's recently been refurbished and restored in Downtown Long Beach. It used to be a hotel a long time ago. Residents and visitors share stories of strange noises being heard in the basement where the laundry room is located. A woman screaming in the hallway where there was no one there for the screams to have come from, cold spots in apartments and hallways. Hanging lamps swinging when there is no breeze."
